,Level_1,Level_2,Level_3,Level_4,Level_5,MN2P2.1,MN2P2.2,MN2P2.3,MN2P2.4,N0P0.1,N0P0.2,N0P0.3,N0P0.4,N2P2.1,N2P2.2,N2P2.3,N2P2.4,RS.MN2P2.1,RS.MN2P2.2,RS.MN2P2.3,RS.MN2P2.4,RSN0P0.1,RSN0P0.2,RSN0P0.3,RSN0P0.4,RS.N2P2.1,RS.N2P2.2,RS.N2P2.3,RS.N2P2.4
kegg4358,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K10125 two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]",K10125,1,1,0,0,0,0,0,0,0,1,0,1,2,3,1,1,2,1,1,1,0,3,5,1
kegg4359,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K10126 two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD",K10126,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,2,1,2,0,1,0,2,4,1
kegg4360,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K10255 acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45],K10255,3,4,1,4,4,2,5,5,6,3,3,2,5,4,5,5,6,5,5,3,3,5,3,4
kegg4361,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K10682 two-component system, OmpR family, response regulator SaeR",K10682,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1
kegg4362,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K10715 two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]",K10715,2,2,2,1,1,2,1,1,2,2,2,2,4,3,4,1,0,1,2,2,1,1,0,1
kegg4363,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K10914 CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",K10914,34,35,44,38,37,37,48,39,41,38,34,43,31,45,32,38,47,39,38,34,28,34,36,31
kegg4364,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K10916 two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]",K10916,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
kegg4365,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K10941 sigma-54 dependent transcriptional regulator, flagellar regulatory protein",K10941,2,1,3,0,1,0,1,1,0,1,1,1,2,1,2,2,1,1,1,1,4,1,1,2
kegg4366,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K10943 two-component system, response regulator FlrC",K10943,2,2,3,3,0,1,1,1,1,2,1,2,5,3,6,3,1,1,4,3,3,4,3,3
kegg4367,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K11103 aerobic C4-dicarboxylate transport protein,K11103,2,2,3,4,2,0,0,3,1,1,1,1,8,7,4,4,7,3,3,9,6,3,7,5
kegg4368,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11354 two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]",K11354,2,3,2,1,1,2,4,3,2,2,2,4,3,1,3,0,1,1,3,2,4,2,2,2
kegg4369,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11356 two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]",K11356,2,1,3,0,2,2,2,1,1,1,2,2,1,0,2,1,1,2,2,1,2,2,0,2
kegg4370,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11357 two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]",K11357,0,1,0,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,2,3,2,1,1,2
kegg4371,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11383 two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]",K11383,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
kegg4372,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11384 two-component system, NtrC family, response regulator AlgB",K11384,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
kegg4373,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11443 two-component system, cell cycle response regulator DivK",K11443,7,7,10,9,12,9,11,10,6,9,10,5,8,8,6,6,7,8,11,9,4,4,7,8
kegg4374,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11444 two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]",K11444,2,1,3,2,2,1,2,3,1,2,1,1,1,1,1,3,2,1,1,1,3,1,1,2
kegg4375,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K11601 manganese transport system substrate-binding protein,K11601,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0
kegg4376,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K11602 manganese transport system permease protein,K11602,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1
kegg4377,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K11603 manganese transport system ATP-binding protein [EC:7.2.2.5],K11603,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,1,1,1
kegg4378,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11617 two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]",K11617,0,0,0,1,0,1,0,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0
kegg4379,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11618 two-component system, NarL family, response regulator LiaR",K11618,2,0,0,1,2,1,1,2,0,2,2,2,1,2,0,1,2,1,2,2,1,0,1,1
kegg4380,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K11621 lia operon protein LiaG,K11621,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
kegg4381,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K11625 membrane protein YdfJ,K11625,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kegg4382,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K11688 C4-dicarboxylate-binding protein DctP,K11688,2,1,0,1,0,1,0,3,1,0,0,2,1,2,2,0,2,3,2,3,1,2,3,1
kegg4383,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11689 C4-dicarboxylate transporter, DctQ subunit",K11689,3,1,2,1,1,1,0,2,1,1,2,1,1,0,2,1,2,3,2,2,0,3,2,1
kegg4384,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11690 C4-dicarboxylate transporter, DctM subunit",K11690,14,13,16,10,17,12,16,13,13,9,15,13,13,12,13,17,15,15,18,12,10,13,10,16
kegg4385,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11711 two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]",K11711,2,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,2,2,2,2,1,3,3,2
kegg4386,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K11712 two-component system, LuxR family, response regulator DctR",K11712,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,1,1,2,0,1,2,1
kegg4387,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K12340 outer membrane protein,K12340,7,7,8,6,8,11,11,10,9,9,8,6,11,14,12,13,26,13,9,24,13,16,12,14
kegg4388,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K13061 acyl homoserine lactone synthase [EC:2.3.1.184],K13061,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
kegg4389,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K13486 chemotaxis protein methyltransferase WspC,K13486,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1
kegg4390,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K13487 methyl-accepting chemotaxis protein WspA,K13487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1
kegg4391,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K13488 chemotaxis-related protein WspB,K13488,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
kegg4392,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K13489 chemotaxis-related protein WspD,K13489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
kegg4393,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K13490 two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE",K13490,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,4,1,1,1,1,1,1,3,2
kegg4394,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K13491 two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]",K13491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1
kegg4395,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K13533 two-component system, sporulation sensor kinase E [EC:2.7.13.3]",K13533,2,1,1,2,2,1,1,1,1,0,0,1,1,2,2,3,1,1,0,1,0,1,2,1
kegg4396,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K13584 two-component system, cell cycle response regulator CtrA",K13584,2,2,1,2,3,1,1,3,2,3,4,2,4,4,4,3,4,6,3,3,3,2,2,4
kegg4397,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K13587 two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]",K13587,14,12,15,18,24,22,25,23,16,16,17,18,16,17,18,18,16,20,20,15,19,23,17,19
kegg4398,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K13588 histidine phosphotransferase ChpT,K13588,1,1,2,0,1,1,1,1,2,1,1,1,2,2,2,3,4,2,1,2,4,2,2,2
kegg4399,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K13589 two-component system, cell cycle response regulator CpdR",K13589,7,4,6,7,2,4,4,4,5,4,4,5,3,3,7,6,6,4,6,4,3,3,7,5
kegg4400,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K13598 two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]",K13598,8,6,7,7,8,7,7,8,10,10,10,9,14,11,11,12,11,10,5,15,11,12,12,12
kegg4401,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K13599 two-component system, NtrC family, nitrogen regulation response regulator NtrX",K13599,6,5,9,7,6,10,3,8,7,8,8,9,8,4,12,9,8,10,8,11,7,8,8,6
kegg4402,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K13815 two-component system, response regulator RpfG",K13815,0,1,1,2,0,0,0,1,1,1,1,0,3,1,0,1,1,0,1,0,1,1,1,0
kegg4403,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K13816 DSF synthase,K13816,0,2,0,0,1,0,1,0,1,1,1,0,3,2,4,1,2,3,0,3,5,1,1,2
kegg4404,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K13924 two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]",K13924,23,19,19,16,27,14,22,20,20,15,20,18,17,18,20,16,15,24,22,23,12,21,21,19
kegg4405,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K13991 photosynthetic reaction center H subunit,K13991,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
kegg4406,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K14188 D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13],K14188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
kegg4407,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K14205 phosphatidylglycerol lysyltransferase [EC:2.3.2.3],K14205,1,2,0,2,1,1,0,1,1,1,0,1,2,2,2,0,4,2,0,3,1,1,3,2
kegg4408,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K14980 two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]",K14980,5,2,1,3,2,2,3,1,2,3,2,3,3,5,3,5,2,2,3,5,3,5,4,5
kegg4409,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K14981 two-component system, OmpR family, response regulator ChvI",K14981,27,38,36,33,29,13,13,28,30,37,23,26,18,27,24,22,9,21,26,23,23,39,26,21
kegg4410,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K14982 two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]",K14982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0
kegg4411,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K14986 two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]",K14986,8,12,9,10,8,7,7,11,9,13,7,11,17,11,20,12,6,11,12,8,15,11,12,15
kegg4412,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K14987 two-component system, LuxR family, response regulator FixJ",K14987,7,3,3,5,5,2,2,3,5,4,5,2,11,9,10,6,6,6,2,8,9,5,5,7
kegg4413,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K15011 two-component system, sensor histidine kinase RegB [EC:2.7.13.3]",K15011,2,2,3,1,1,3,1,2,1,2,1,1,4,2,2,2,6,1,0,4,0,5,4,2
kegg4414,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K15012 two-component system, response regulator RegA",K15012,2,4,2,4,1,2,1,2,2,1,0,1,4,5,3,2,7,3,1,2,0,4,5,5
kegg4415,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K15861 CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein",K15861,1,1,0,0,1,2,1,2,1,2,1,0,0,0,0,1,3,2,1,1,1,1,1,2
kegg4416,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K15862 cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9],K15862,1,1,2,1,0,2,1,4,3,1,1,2,2,2,5,2,4,2,1,4,2,3,2,5
kegg4417,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K16692 tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-],K16692,2,2,1,1,2,3,0,1,3,1,1,2,2,2,2,4,6,1,3,3,3,3,2,1
kegg4418,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K17060 two-component system, sensor histidine kinase AauS [EC:2.7.13.3]",K17060,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,2,1,1,1,0,1,1
kegg4419,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K17061 two-component system, response regulator AauR",K17061,1,0,0,1,1,0,1,0,0,0,0,0,2,2,0,1,1,1,1,1,0,1,1,1
kegg4420,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K18072 two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]",K18072,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
kegg4421,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K18095 multidrug efflux pump,K18095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kegg4422,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K18344 two-component system, OmpR family, response regulator VanR",K18344,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
kegg4423,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K18351 two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]",K18351,2,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,2,1
kegg4424,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K18352 two-component system, OmpR family, response regulator VanR",K18352,0,1,1,1,0,2,1,3,1,2,1,1,0,1,2,1,1,1,2,1,1,0,1,0
kegg4425,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K18353 vancomycin resistance protein VanJ,K18353,1,1,1,1,1,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
kegg4426,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K18940 two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]",K18940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0
kegg4427,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K18941 two-component system, OmpR family, response regulator ArlR",K18941,2,3,2,2,3,0,1,0,2,2,4,2,1,3,3,1,1,1,2,3,3,3,1,2
kegg4428,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K19611 ferric enterobactin receptor,K19611,0,1,1,0,1,4,1,3,0,1,1,1,1,1,2,2,13,0,1,3,1,1,3,1
kegg4429,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K19620 extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein,K19620,1,2,3,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,3
kegg4430,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K19661 two-component system, NtrC family, sensor histidine kinase HupT/HoxJ [EC:2.7.13.3]",K19661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
kegg4431,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K19668 cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]",K19668,1,1,0,1,0,1,0,0,0,1,0,0,2,1,1,1,0,1,1,0,1,0,0,2
kegg4432,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K20263 two-component system, NarL family, sensor histidine kinase FusK [EC:2.7.13.3]",K20263,7,4,6,7,10,7,2,7,4,5,6,8,3,7,7,6,6,6,6,2,7,6,5,7
kegg4433,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K20264 two-component system, NarL family, response regulator FusR",K20264,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kegg4434,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K20483 lantibiotic biosynthesis protein,K20483,2,1,3,1,3,2,2,1,1,2,2,0,0,2,1,0,1,1,3,1,2,3,0,1
kegg4435,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K20484 lantibiotic biosynthesis protein,K20484,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
kegg4436,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K20486 lantibiotic leader peptide-processing serine protease [EC:3.4.21.-],K20486,2,4,3,1,1,3,4,1,4,2,2,4,1,2,3,0,1,3,3,2,2,1,1,1
kegg4437,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K20973 two-component system, sensor histidine kinase SagS [EC:2.7.13.3]",K20973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1
kegg4438,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K20974 two-component system, sensor histidine kinase [EC:2.7.13.3]",K20974,14,13,13,18,10,10,6,11,9,12,8,14,6,13,7,9,9,12,13,13,13,12,18,10
kegg4439,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K20975 two-component system, sensor histidine kinase [EC:2.7.13.3]",K20975,5,2,6,5,3,1,2,3,2,2,4,3,8,3,4,6,5,6,4,7,2,5,4,5
kegg4440,Environmental Information Processing,Signal transduction,ko02020 Two-component system,K20976 histidine phosphotransfer protein HptB,K20976,0,0,2,0,0,0,1,0,0,0,0,0,3,1,2,2,0,1,0,2,1,2,2,2
kegg4441,Environmental Information Processing,Signal transduction,ko02020 Two-component system,"K23514 RNA polymerase sigma-19 factor, ECF subfamily",K23514,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
